"Unique.Code","Date","Time","Species","Count","Origin","ox","oy","Destination","dx","dy","Comments"
"595","12/01/2017","09:52","Brent Goose (Dark-bellied)","40","F55",452523.38773339,103325.75122796,"F55",452523.38773339,103325.75122796,NA
"2388","20/03/2017","16:22","Brent Goose (Dark-bellied)","200","F55",452523.38773339,103325.75122796,"F55",452523.38773339,103325.75122796,NA
"2391","20/03/2017","17:22","Brent Goose (Dark-bellied)","200","F55",452523.38773339,103325.75122796,"F55",452523.38773339,103325.75122796,NA
"2287","20/03/2017","15:11","Curlew","13","F68",449273.05410069,104581.14526006,"F63",449526.67552325,104547.74415287,NA
"1931","03/03/2017","14:40","Brent Goose (Dark-bellied)","300","F65B",450128.71616011,104356.63389043,"F65B",450128.71616011,104356.63389043,NA
"12","09/11/2016","10:28","Black-tailed Godwit","1","F78",462403.4048222,104166.1888129,"P93",462576.26816624,104782.51780512,NA
"11","09/11/2016","10:28","Curlew","1","F78",462403.4048222,104166.1888129,"P93",462576.26816624,104782.51780512,NA
"10","09/11/2016","10:28","Oystercatcher","1","F78",462403.4048222,104166.1888129,"P93",462576.26816624,104782.51780512,NA
"9","09/11/2016","10:28","Redshank","1","F78",462403.4048222,104166.1888129,"P93",462576.26816624,104782.51780512,NA
"1034","01/02/2017","15:05","Brent Goose (Dark-bellied)","92","G31",460976.28234421,97773.46280037,"G01",460911.58052065,98127.93407213,NA
"2092","03/03/2017","13:50","Brent Goose (Dark-bellied)","44","G50",460863.17131458,97734.49423982,"G01",460911.58052065,98127.93407213,NA
"1988","03/03/2017","13:42","Brent Goose (Dark-bellied)","11","P35",463897.92408336,98618.55956038,"G01",460911.58052065,98127.93407213,NA
"1202","03/02/2017","15:05","Brent Goose (Dark-bellied)","60","G02",458879.90473251,99793.12180506,"G02",458879.90473251,99793.12180506,NA
"531","10/01/2017","09:55","Brent Goose (Dark-bellied)","4","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"532","10/01/2017","09:58","Brent Goose (Dark-bellied)","7","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"533","10/01/2017","10:04","Brent Goose (Dark-bellied)","5","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"534","10/01/2017","10:07","Brent Goose (Dark-bellied)","10","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"535","10/01/2017","10:09","Brent Goose (Dark-bellied)","7","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"536","10/01/2017","10:16","Brent Goose (Dark-bellied)","4","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"1049","01/02/2017","14:30","Brent Goose (Dark-bellied)","680","G10",459261.74834092,99962.95440077,"G02",458879.90473251,99793.12180506,NA
"530","10/01/2017","09:52","Brent Goose (Dark-bellied)","6","Portsmouth Harbour - 17426",NA,NA,"G10",459261.74834092,99962.95440077,NA
"1201","03/02/2017","15:05","Brent Goose (Dark-bellied)","490","G02",458879.90473251,99793.12180506,"G10",459261.74834092,99962.95440077,NA
"1203","03/02/2017","15:25","Brent Goose (Dark-bellied)","11","G02",458879.90473251,99793.12180506,"G10",459261.74834092,99962.95440077,NA
"1204","03/02/2017","15:45","Brent Goose (Dark-bellied)","500","G10",459261.74834092,99962.95440077,"G10",459261.74834092,99962.95440077,NA
"1207","03/02/2017","16:15","Brent Goose (Dark-bellied)","50","G15",458731.51702909,99258.51447031,"G10",459261.74834092,99962.95440077,NA
"1038","01/02/2017","11:42","Brent Goose (Dark-bellied)","17","G37",458995.03955831,98531.91269473,"G10",459261.74834092,99962.95440077,NA
"1044","01/02/2017","13:45","Brent Goose (Dark-bellied)","50","G63",461474.22687497,98247.86981832,"G10",459261.74834092,99962.95440077,NA
"1206","03/02/2017","15:50","Brent Goose (Dark-bellied)","50","G02",458879.90473251,99793.12180506,"G15",458731.51702909,99258.51447031,NA
"1722","24/02/2017","09:05","Brent Goose (Dark-bellied)","85","G02",458879.90473251,99793.12180506,"G15",458731.51702909,99258.51447031,NA
"1046","01/02/2017","13:45","Brent Goose (Dark-bellied)","20","G63",461474.22687497,98247.86981832,"G31",460976.28234421,97773.46280037,NA
"1035","01/02/2017","15:15","Brent Goose (Dark-bellied)","64","G03",461543.87197658,100007.61239571,"G32B",461689.64989048,99601.04676726,NA
"1084","01/02/2017","14:20","Black-tailed Godwit","200","G34",458695.38679768,104541.31429173,"G35",459934.4961691,103859.58859903,NA
"843","27/01/2017","11:20","Dunlin","300","G37",458995.03955831,98531.91269473,"G37",458995.03955831,98531.91269473,NA
"697","17/01/2017","15:40","Brent Goose (Dark-bellied)","100","G47",460980.46075965,100265.72240807,"G43",461265.35390554,100927.98434195,NA
"842","27/01/2017","11:15","Brent Goose (Dark-bellied)","225","G15",458731.51702909,99258.51447031,"G44",459386.79400315,100157.15760004,NA
"697.1","17/01/2017","15:40","Brent Goose (Dark-bellied)","100","G47",460980.46075965,100265.72240807,"G46",461286.16712685,99083.99283181,NA
"855","27/01/2017","12:20","Brent Goose (Dark-bellied)","380","Portsmouth Harbour - 17426",NA,NA,"G47",460980.46075965,100265.72240807,NA
"1045","01/02/2017","13:45","Brent Goose (Dark-bellied)","215","G63",461474.22687497,98247.86981832,"G50",460863.17131458,97734.49423982,NA
"490","10/01/2017","08:42","Brent Goose (Dark-bellied)","330","P70",460828.93696907,102394.13362503,"G51",461733.87442715,100936.03638305,NA
"692","17/01/2017","14:30","Brent Goose (Dark-bellied)","45","G50",460863.17131458,97734.49423982,"G63",461474.22687497,98247.86981832,NA
"","03/03/2017","15:35","Brent Goose (Dark-bellied)","170","G03",461543.87197658,100007.61239571,"GO3",NA,NA,NA
"","03/03/2017","15:35","Brent Goose (Dark-bellied)","320","G03",461543.87197658,100007.61239571,"G47",460980.46075965,100265.72240807,NA
"2733","24/02/2017","10:02","Curlew","40","H02A",469219.25286184,106732.24798142,"H02A",469219.25286184,106732.24798142,NA
"2720","27/01/2017","11:42","Brent Goose (Dark-bellied)","7","H02A",469219.25286184,106732.24798142,"H113",469176.00028123,107087.05245801,NA
"1540","14/12/2016","10:35","Oystercatcher","3","H23C",472970.28308631,105329.48082922,"H23C",472970.28308631,105329.48082922,NA
"1761","11/01/2017","09:45","Brent Goose (Dark-bellied)","6","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1762","11/01/2017","09:54","Brent Goose (Dark-bellied)","3","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1763","11/01/2017","09:58","Brent Goose (Dark-bellied)","14","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1764","11/01/2017","10:01","Brent Goose (Dark-bellied)","26","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1766","11/01/2017","10:44","Brent Goose (Dark-bellied)","154","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1840","27/01/2017","11:26","Brent Goose (Dark-bellied)","30","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1898","01/02/2017","15:04","Brent Goose (Dark-bellied)","392","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1900","01/02/2017","15:14","Brent Goose (Dark-bellied)","375","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1901","01/02/2017","15:15","Brent Goose (Dark-bellied)","375","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"2581","03/02/2017","14:54","Brent Goose (Dark-bellied)","28","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"2587","03/02/2017","15:09","Brent Goose (Dark-bellied)","502","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"2591","03/02/2017","15:26","Brent Goose (Dark-bellied)","125","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"2592","03/02/2017","15:30","Brent Goose (Dark-bellied)","1","H23E",473280.79356766,105162.29695097,"H23E",473280.79356766,105162.29695097,NA
"1547","14/12/2016","12:08","Brent Goose (Dark-bellied)","40","H23F",473467.34953284,105546.5454794,"H23F",473467.34953284,105546.5454794,NA
"1552.1","14/12/2016","12:25","Brent Goose (Dark-bellied)","400","H23F",473467.34953284,105546.5454794,"H23F",473467.34953284,105546.5454794,NA
"1853","27/01/2017","12:01","Brent Goose (Dark-bellied)","220","H23E",473280.79356766,105162.29695097,"H24E",472728.28722349,105302.69349251,NA
"2575","03/02/2017","14:32","Curlew","3","H24E",472728.28722349,105302.69349251,"H24E",472728.28722349,105302.69349251,NA
"2574","03/02/2017","14:32","Oystercatcher","33","H24E",472728.28722349,105302.69349251,"H24E",472728.28722349,105302.69349251,NA
"CM_NEW_252","09/11/2016","11:45","Brent Goose (Dark-bellied)","1000","Langstone Harbour - 17434",NA,NA,"H48F",471454.5581215,100926.28008963,NA
"CM_NEW_254","09/11/2016","12:05","Brent Goose (Dark-bellied)","200","Langstone Harbour - 17434",NA,NA,"H48F",471454.5581215,100926.28008963,NA
"CM_NEW_240","09/11/2016","09:50","Brent Goose (Dark-bellied)","360","Langstone Harbour - 17434",NA,NA,"H48F",471454.5581215,100926.28008963,NA
"87","09/11/2016","08:52","Brent Goose (Dark-bellied)","100","Chichester Harbour - 20435",NA,NA,"H50B",472613.61596,100899.72956706,NA
"1560","14/12/2016","11:25","Curlew","18","H59G",473609.66349299,102598.59435751,"H58A",473314.45233735,102297.93691842,NA
"2626","03/03/2017","13:11","Brent Goose (Dark-bellied)","730","H59D",473472.23323297,103405.76460652,"H59C",473746.51485136,103315.81171589,NA
"","03/03/2017","13:11","Brent Goose (Dark-bellied)","730","H59D",473472.23323297,103405.76460652,"H59C",473746.51485136,103315.81171589,NA
"1555","14/12/2016","10:15","Brent Goose (Dark-bellied)","1060","H60G",472974.90947481,102936.28677404,"H59C",473746.51485136,103315.81171589,NA
"","03/03/2017","12:15","Brent Goose (Dark-bellied)","400","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:39","Brent Goose (Dark-bellied)","28","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:42","Brent Goose (Dark-bellied)","100","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:48","Brent Goose (Dark-bellied)","28","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:50","Brent Goose (Dark-bellied)","14","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:54","Brent Goose (Dark-bellied)","30","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","12:54-12:56","Brent Goose (Dark-bellied)","940","Chichester Harbour - 20430",NA,NA,"H59D",473472.23323297,103405.76460652,NA
"2634","03/03/2017","13:34","Brent Goose (Dark-bellied)","1311","H59C",473746.51485136,103315.81171589,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","13:34","Brent Goose (Dark-bellied)","1311","H59C",473746.51485136,103315.81171589,"H59D",473472.23323297,103405.76460652,NA
"2640","03/03/2017","13:50","Brent Goose (Dark-bellied)","80","H59E",473563.62089772,103113.01609426,"H59D",473472.23323297,103405.76460652,NA
"2651","03/03/2017","15:35","Brent Goose (Dark-bellied)","1300","H59E",473563.62089772,103113.01609426,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","13:50","Brent Goose (Dark-bellied)","80","H59E",473563.62089772,103113.01609426,"H59D",473472.23323297,103405.76460652,NA
"","03/03/2017","15:35","Brent Goose (Dark-bellied)","1300","H59E",473563.62089772,103113.01609426,"H59D",473472.23323297,103405.76460652,NA
"2627","03/03/2017","13:11","Brent Goose (Dark-bellied)","4","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"2636","03/03/2017","13:47","Brent Goose (Dark-bellied)","800","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"2643","03/03/2017","14:23","Brent Goose (Dark-bellied)","280","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"2649","03/03/2017","15:05","Brent Goose (Dark-bellied)","370","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"","03/03/2017","13:11","Brent Goose (Dark-bellied)","4","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"","03/03/2017","13:47","Brent Goose (Dark-bellied)","800","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"","03/03/2017","14:23","Brent Goose (Dark-bellied)","280","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"","03/03/2017","15:05","Brent Goose (Dark-bellied)","370","H59D",473472.23323297,103405.76460652,"H59E",473563.62089772,103113.01609426,NA
"925","01/02/2017","13:50","Brent Goose (Dark-bellied)","3","H59E",473563.62089772,103113.01609426,"H59E",473563.62089772,103113.01609426,NA
"CM_NEW_200","09/11/2016","11:00","Lapwing","75","Chichester Harbour - 20423",NA,NA,"H60D",472511.73828606,103489.40666555,NA
"1557","14/12/2016","10:47","Brent Goose (Dark-bellied)","70","H50B",472613.61596,100899.72956706,"H60G",472974.90947481,102936.28677404,NA
"1559","14/12/2016","11:20","Brent Goose (Dark-bellied)","140","H50B",472613.61596,100899.72956706,"H60G",472974.90947481,102936.28677404,NA
"1566","14/12/2016","12:14","Brent Goose (Dark-bellied)","33","H50B",472613.61596,100899.72956706,"H60G",472974.90947481,102936.28677404,NA
"918","01/02/2017","12:50","Brent Goose (Dark-bellied)","350","H60G",472974.90947481,102936.28677404,"H60G",472974.90947481,102936.28677404,NA
"1238","03/02/2017","14:30","Brent Goose (Dark-bellied)","600","H60O",472825.84760122,102561.43784482,"H60G",472974.90947481,102936.28677404,NA
"84","09/11/2016","07:16","Brent Goose (Dark-bellied)","9","Chichester Harbour - 20429",NA,NA,"H60P",473026.89811114,102636.82021792,NA
"CM_NEW_158","09/11/2016","08:05","Brent Goose (Dark-bellied)","25","H59A",473481.80282189,103748.10921777,"H65",473011.28944291,103850.84346263,NA
"813","27/01/2017","12:12","Brent Goose (Dark-bellied)","70","H70",470148.51647097,104094.00639233,"H68",469072.79586922,105044.25394384,NA
"1118","01/02/2017","15:28","Brent Goose (Dark-bellied)","50","H70",470148.51647097,104094.00639233,"H68",469072.79586922,105044.25394384,NA
"1119","01/02/2017","15:28","Lapwing","60","H70",470148.51647097,104094.00639233,"H68",469072.79586922,105044.25394384,NA
"1224","03/02/2017","14:20","Lapwing","60","P10D",468707.41902202,104420.18421682,"H68",469072.79586922,105044.25394384,NA
"800","27/01/2017","09:08","Brent Goose (Dark-bellied)","50","H07A",469753.80631038,105508.18517493,"H69",469268.1214828,104585.6375337,NA
"803","27/01/2017","09:50","Brent Goose (Dark-bellied)","120","H68",469072.79586922,105044.25394384,"H69",469268.1214828,104585.6375337,NA
"1111","01/02/2017","13:15","Brent Goose (Dark-bellied)","100","P10D",468707.41902202,104420.18421682,"H69",469268.1214828,104585.6375337,NA
"2080","03/03/2017","15:10","Brent Goose (Dark-bellied)","200","P10D",468707.41902202,104420.18421682,"H69",469268.1214828,104585.6375337,NA
"2084","03/03/2017","15:15","Brent Goose (Dark-bellied)","500","P10I",468700.88757511,103830.84924908,"H69",469268.1214828,104585.6375337,NA
"2066","03/03/2017","12:14","Brent Goose (Dark-bellied)","500","P10L",468445.66736372,103912.23183184,"H69",469268.1214828,104585.6375337,NA
"790","27/01/2017","08:54","Brent Goose (Dark-bellied)","14","H07A",469753.80631038,105508.18517493,"H70",470148.51647097,104094.00639233,NA
"1115","01/02/2017","15:00","Curlew","9","H28C",471258.15992527,104858.68836398,"H70",470148.51647097,104094.00639233,NA
"1223","03/02/2017","14:20","Lapwing","300","P10D",468707.41902202,104420.18421682,"H70",470148.51647097,104094.00639233,NA
"CM_NEW_142","31/10/2016","14:00","Dunlin","1","Langstone Harbour - 17432",NA,NA,"H72",469900.68411626,103188.19509045,NA
"CM_NEW_184","09/11/2016","10:22","Lapwing","35","H93",473148.49308481,104145.52107315,"H91",474343.45227264,104445.06519471,NA
"1827","27/01/2017","09:50","Black-tailed Godwit","100","H103",473607.96265395,104964.63052268,"H91",474343.45227264,104445.06519471,NA
"1791","17/01/2017","16:35","Brent Goose (Dark-bellied)","218","H23E",473280.79356766,105162.29695097,"H91",474343.45227264,104445.06519471,NA
"CM_NEW_185","09/11/2016","10:25","Lapwing","80","H91",474343.45227264,104445.06519471,"H91",474343.45227264,104445.06519471,NA
"1792","17/01/2017","16:35","Brent Goose (Dark-bellied)","218","H23E",473280.79356766,105162.29695097,"H92",472859.21734879,104671.27271945,NA
"2709","11/01/2017","09:45","Brent Goose (Dark-bellied)","800","Langstone Harbour - 17433",NA,NA,"Langstone Harbour - 17433",NA,NA,NA
"985","01/02/2017","12:40","Brent Goose (Dark-bellied)","750","H48D",471501.20073111,101319.67631806,"Langstone Harbour - 17434",NA,NA,NA
"CM_NEW_13","31/10/2016","12:00","Brent Goose (Dark-bellied)","1","H48G",471328.14234356,100617.4971531,"Langstone Harbour - 17434",NA,NA,NA
"1276","09/02/2017","11:35","Brent Goose (Dark-bellied)","5","P127",468385.71371682,99416.60920312,"Langstone Harbour - 17434",NA,NA,NA
"303","31/10/2016","12:28","Brent Goose (Dark-bellied)","95","P11",467506.6530882,103011.14040931,"Langstone Harbour - 17930",NA,NA,NA
"2449","24/02/2017","10:00","Brent Goose (Dark-bellied)","166","P54",467116.06502043,101304.11723772,"Langstone Harbour - 17930",NA,NA,NA
"1360","13/02/2017","12:32","Brent Goose (Dark-bellied)","150","P52",467459.27614198,101381.65553922,"Langstone Harbour - 17930",NA,NA,NA
"1294","09/02/2017","15:16","Brent Goose (Dark-bellied)","14","P127",468385.71371682,99416.60920312,"Langstone Harbour - 17930 ",NA,NA,NA
"2157","03/03/2017","12:15","Brent Goose (Dark-bellied)","500","P52",467459.27614198,101381.65553922,"P08",NA,NA,NA
"2418","14/12/2016","11:15","Brent Goose (Dark-bellied)","702","P08A",467792.93977895,104694.73581295,"P08A",467792.93977895,104694.73581295,NA
"2420","14/12/2016","11:18","Brent Goose (Dark-bellied)","714","P08A",467792.93977895,104694.73581295,"P08A",467792.93977895,104694.73581295,NA
"811","27/01/2017","11:49","Brent Goose (Dark-bellied)","100","P10D",468707.41902202,104420.18421682,"P08A",467792.93977895,104694.73581295,NA
"2083","03/03/2017","15:10","Brent Goose (Dark-bellied)","300","P10D",468707.41902202,104420.18421682,"P08A",467792.93977895,104694.73581295,NA
"2081","03/03/2017","15:10","Brent Goose (Dark-bellied)","300","P10D",468707.41902202,104420.18421682,"P102",462370.61562604,105084.04771898,NA
"804","27/01/2017","09:50","Brent Goose (Dark-bellied)","100","H68",469072.79586922,105044.25394384,"P10D",468707.41902202,104420.18421682,NA
"2077","03/03/2017","13:19","Brent Goose (Dark-bellied)","300","P08A",467792.93977895,104694.73581295,"P10D",468707.41902202,104420.18421682,NA
"1231","03/02/2017","15:12","Brent Goose (Dark-bellied)","8","P08A",467792.93977895,104694.73581295,"P10H",468276.53715399,104155.78272363,NA
"2065","03/03/2017","12:10","Brent Goose (Dark-bellied)","540","P08A",467792.93977895,104694.73581295,"P10H",468276.53715399,104155.78272363,NA
"2082","03/03/2017","15:10","Brent Goose (Dark-bellied)","200","P10D",468707.41902202,104420.18421682,"P10H",468276.53715399,104155.78272363,NA
"305","31/10/2016","12:38","Grey Plover","17","P73",468279.54646078,103393.89124735,"P10H",468276.53715399,104155.78272363,NA
"1112","01/02/2017","13:20","Brent Goose (Dark-bellied)","100","H70",470148.51647097,104094.00639233,"P10I",468700.88757511,103830.84924908,NA
"1117","01/02/2017","15:28","Brent Goose (Dark-bellied)","70","H70",470148.51647097,104094.00639233,"P10I",468700.88757511,103830.84924908,NA
"380","31/10/2016","14:49","Brent Goose (Dark-bellied)","54","P11",467506.6530882,103011.14040931,"P11",467506.6530882,103011.14040931,NA
"2163","03/03/2017","12:50","Brent Goose (Dark-bellied)","8","P12",467208.8058406,102537.973819,"P11",467506.6530882,103011.14040931,NA
"947","01/02/2017","12:13","Brent Goose (Dark-bellied)","27","P12",467208.8058406,102537.973819,"P12",467208.8058406,102537.973819,NA
"1338","13/02/2017","10:35","Brent Goose (Dark-bellied)","23","P12",467208.8058406,102537.973819,"P12",467208.8058406,102537.973819,NA
"1372","13/02/2017","14:06","Brent Goose (Dark-bellied)","8","P12",467208.8058406,102537.973819,"P12",467208.8058406,102537.973819,NA
"1374","13/02/2017","14:45","Brent Goose (Dark-bellied)","14","P12",467208.8058406,102537.973819,"P12",467208.8058406,102537.973819,NA
"1975","03/03/2017","12:35","Redshank","15","P80",464642.14782659,103905.97822138,"P135",468856.06157536,105467.73432723,NA
"1976","03/03/2017","12:40","Redshank","23","P80",464642.14782659,103905.97822138,"P135",468856.06157536,105467.73432723,NA
"2437","24/02/2017","09:10","Brent Goose (Dark-bellied)","19","Langstone Harbour - 17930",NA,NA,"P20",466919.08103441,101369.10303087,NA
"2439","24/02/2017","09:12","Brent Goose (Dark-bellied)","58","Langstone Harbour - 17930",NA,NA,"P20",466919.08103441,101369.10303087,NA
"2443","24/02/2017","09:19","Brent Goose (Dark-bellied)","2","Langstone Harbour - 17930",NA,NA,"P20",466919.08103441,101369.10303087,NA
"2446","24/02/2017","09:30","Brent Goose (Dark-bellied)","1","Langstone Harbour - 17930",NA,NA,"P54",467116.06502043,101304.11723772,NA
"2447","24/02/2017","09:36","Brent Goose (Dark-bellied)","4","Langstone Harbour - 17930",NA,NA,"P54",467116.06502043,101304.11723772,NA
"2458","24/02/2017","10:15","Brent Goose (Dark-bellied)","5","P23A",467525.19086555,101266.66656701,"P54",467116.06502043,101304.11723772,NA
"2438","24/02/2017","09:10","Brent Goose (Dark-bellied)","2","Langstone Harbour - 17930",NA,NA,"P23A",467525.19086555,101266.66656701,NA
"2450","24/02/2017","10:00","Brent Goose (Dark-bellied)","167","P54",467116.06502043,101304.11723772,"P23A",467525.19086555,101266.66656701,NA
"2527","03/02/2017","14:13","Brent Goose (Dark-bellied)","80","P23A",467525.19086555,101266.66656701,"P23A",467525.19086555,101266.66656701,NA
"2521","03/02/2017","14:00","Brent Goose (Dark-bellied)","60","P52",467459.27614198,101381.65553922,"P23A",467525.19086555,101266.66656701,NA
"2467","24/02/2017","10:30","Brent Goose (Dark-bellied)","34","P52",467459.27614198,101381.65553922,"P23A",467525.19086555,101266.66656701,NA
"1346","13/02/2017","11:45","Brent Goose (Dark-bellied)","49","Langstone Harbour - 17930",NA,NA,"P23B",467758.77497234,100140.75406065,NA
"1356","13/02/2017","12:28","Brent Goose (Dark-bellied)","65","P23A",467525.19086555,101266.66656701,"P23B",467758.77497234,100140.75406065,NA
"1360.1","13/02/2017","12:32","Brent Goose (Dark-bellied)","75","P52",467459.27614198,101381.65553922,"P23B",467758.77497234,100140.75406065,NA
"1359","13/02/2017","12:32","Brent Goose (Dark-bellied)","35","P23A",467525.19086555,101266.66656701,"P23R",467602.01756086,101399.29016582,NA
"2165","03/03/2017","12:58","Brent Goose (Dark-bellied)","6","P52",467459.27614198,101381.65553922,"P23R",467602.01756086,101399.29016582,NA
"885.1","27/01/2017","10:51","Brent Goose (Dark-bellied)","25","P32A",465997.97864355,98419.62983061,"P31",466732.73994516,98698.64473825,NA
"885","27/01/2017","10:51","Brent Goose (Dark-bellied)","325","P32B",466163.42563037,98450.66425379,"P32A",465997.97864355,98419.62983061,NA
"884","27/01/2017","10:32","Brent Goose (Dark-bellied)","325","P32A",465997.97864355,98419.62983061,"P32B",466163.42563037,98450.66425379,NA
"664","17/01/2017","15:13","Brent Goose (Dark-bellied)","72","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"665","17/01/2017","15:17","Brent Goose (Dark-bellied)","72","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"882","27/01/2017","10:18","Brent Goose (Dark-bellied)","72","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"887","27/01/2017","11:24","Brent Goose (Dark-bellied)","168","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"888","27/01/2017","11:30","Brent Goose (Dark-bellied)","168","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"1292","09/02/2017","15:07","Brent Goose (Dark-bellied)","26","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"1621","24/02/2017","07:41","Brent Goose (Dark-bellied)","9","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"1987","03/03/2017","13:42","Brent Goose (Dark-bellied)","13","P35",463897.92408336,98618.55956038,"P35",463897.92408336,98618.55956038,NA
"2258","21/03/2017","15:01","Brent Goose (Dark-bellied)","32","P40A",464733.75658388,103304.95598697,"P40A",464733.75658388,103304.95598697,NA
"2259","21/03/2017","15:07","Brent Goose (Dark-bellied)","38","P40A",464733.75658388,103304.95598697,"P40A",464733.75658388,103304.95598697,NA
"2260","21/03/2017","15:11","Brent Goose (Dark-bellied)","38","P40A",464733.75658388,103304.95598697,"P40A",464733.75658388,103304.95598697,NA
"2261","21/03/2017","15:16","Brent Goose (Dark-bellied)","34","P40A",464733.75658388,103304.95598697,"P40A",464733.75658388,103304.95598697,NA
"554","10/01/2017","09:13","Brent Goose (Dark-bellied)","18","P80",464642.14782659,103905.97822138,"P40A",464733.75658388,103304.95598697,NA
"1641","24/02/2017","07:41","Brent Goose (Dark-bellied)","76","P80",464642.14782659,103905.97822138,"P40A",464733.75658388,103304.95598697,NA
"1642","24/02/2017","07:51","Brent Goose (Dark-bellied)","50","P80",464642.14782659,103905.97822138,"P40A",464733.75658388,103304.95598697,NA
"1643","24/02/2017","07:52","Brent Goose (Dark-bellied)","14","P80",464642.14782659,103905.97822138,"P40A",464733.75658388,103304.95598697,NA
"2266","21/03/2017","16:34","Brent Goose (Dark-bellied)","11","P80",464642.14782659,103905.97822138,"P40A",464733.75658388,103304.95598697,NA
"1645","24/02/2017","09:20","Brent Goose (Dark-bellied)","135","P80",464642.14782659,103905.97822138,"P48A",463204.34003778,104876.6096962,NA
"2454","24/02/2017","10:06","Brent Goose (Dark-bellied)","23","Langstone Harbour - 17930",NA,NA,"P52",467459.27614198,101381.65553922,NA
"2451","24/02/2017","10:00","Brent Goose (Dark-bellied)","167","P20",466919.08103441,101369.10303087,"P52",467459.27614198,101381.65553922,NA
"2452","24/02/2017","10:02","Brent Goose (Dark-bellied)","245","P20",466919.08103441,101369.10303087,"P52",467459.27614198,101381.65553922,NA
"2457","24/02/2017","10:11","Brent Goose (Dark-bellied)","34","P54",467116.06502043,101304.11723772,"P52",467459.27614198,101381.65553922,NA
"1363","13/02/2017","12:44","Brent Goose (Dark-bellied)","62","P23A",467525.19086555,101266.66656701,"P52",467459.27614198,101381.65553922,NA
"2468","24/02/2017","10:32","Brent Goose (Dark-bellied)","34","P23A",467525.19086555,101266.66656701,"P52",467459.27614198,101381.65553922,NA
"2175","03/03/2017","14:50","Brent Goose (Dark-bellied)","56","P23B",467758.77497234,100140.75406065,"P52",467459.27614198,101381.65553922,NA
"1365","13/02/2017","12:48","Brent Goose (Dark-bellied)","21","P23R",467602.01756086,101399.29016582,"P52",467459.27614198,101381.65553922,NA
"2470","24/02/2017","10:31","Brent Goose (Dark-bellied)","350","P52",467459.27614198,101381.65553922,"P52",467459.27614198,101381.65553922,NA
