"Unique.Code","Easting","Northing","Date","Time","Species","Count"
"16_DS_140217_MO8",467679.730094183,104042.378019609,"14/02/2017","11:40","L.",46
"16_DS_140217_MO9",467727.912356,104112.460765592,"14/02/2017","11:50","DN",200
"16_DS_140217_MO10",468279.54646078,103393.89124735,"14/02/2017","11:52","DN",1800
"16_DS_140217_MO11",468279.54646078,103393.89124735,"14/02/2017","11:53","DN",400
"16_DS_140217_MO12",468279.54646078,103393.89124735,"14/02/2017","11:53","DN",1300
"16_DS_140217_MO13",468279.54646078,103393.89124735,"14/02/2017","11:55","DN",2000
"16_DS_140217_MO14",468279.54646078,103393.89124735,"14/02/2017","11:57","DN",300
"16_DS_140217_MO15",468279.54646078,103393.89124735,"14/02/2017","12:05","DN",2600
"16_DS_140217_MO16",468279.54646078,103393.89124735,"14/02/2017","12:15","DN",1400
"16_DS_140217_MO17",468276.53715399,104155.78272363,"14/02/2017","12:25","DB",72
"16_DS_140217_MO18",467679.730300522,104099.320392567,"14/02/2017","12:30","AV",46
"16_DS_140317_MO1",467734.140152257,104036.35507148,"14/03/2017","08:50","DB",27
"16_DS_140317_MO2",468700.88757511,103830.84924908,"14/03/2017","09:15","SU",23
"16_DS_140317_MO3",468700.88757511,103830.84924908,"14/03/2017","09:15","SV",12
"16_DS_140317_MO4",468152.444060454,103063.953033297,"14/03/2017","09:50","DN",55
"16_DS_140317_MO5",468279.54646078,103393.89124735,"14/03/2017","09:55","DN",30
"16_DS_140317_MO6",468279.54646078,103393.89124735,"14/03/2017","10:30","CU",4
"16_DS_140317_MO7",468279.54646078,103393.89124735,"14/03/2017","10:43","DB",22
"16_DS_140317_MO8",468279.54646078,103393.89124735,"14/03/2017","10:43","SU",9
"16_DS_140317_MO9",468700.88757511,103830.84924908,"14/03/2017","10:47","WN",300
"16_DS_140317_MO10",468700.88757511,103830.84924908,"14/03/2017","10:47","DB",65
"16_DS_140317_MO11",468279.54646078,103393.89124735,"14/03/2017","10:50","CU",1
"16_DS_270317_MO1",NA,NA,"27/03/2017","08:30","MU",8
"16_DS_270317_MO3",468279.54646078,103393.89124735,"27/03/2017","09:35","CU",1
"16_DS_270317_MO4",NA,NA,"27/03/2017","09:50","DB",55
"16_DS_270317_MO5",NA,NA,"27/03/2017","09:50","DB",12
"16_DS_270317_MO6",468279.54646078,103393.89124735,"27/03/2017","09:50","CU",1
"16_DS_270317_MO7",468279.54646078,103393.89124735,"27/03/2017","10:10","CU",2
"6_DS_211016_MO2",NA,NA,"21/10/2016",NA,"T",1
"6_DS_211016_MO3",NA,NA,"21/10/2016",NA,"DB",20
"6_DS_211016_MO4",NA,NA,"21/10/2016",NA,"DB",130
"6_DS_211016_MO5",NA,NA,"21/10/2016",NA,"DB",10
"6_DS_211016_MO6",NA,NA,"21/10/2016",NA,"BA",9
"6_DS_211016_MO8",NA,NA,"21/10/2016",NA,"DB",165
"6_DS_211016_MO9",NA,NA,"21/10/2016",NA,"H.",2
"6_DS_211016_MO10",NA,NA,"21/10/2016",NA,"TE",1
"6_DS_211016_MO11",NA,NA,"21/10/2016",NA,"GK",1
"6_DS_211016_MO12",NA,NA,"21/10/2016",NA,"DB",18
"6_DS_211016_MO13",473656.489774454,104213.183476013,"21/10/2016",NA,"L",12
"6_DS_211016_MO14",NA,NA,"21/10/2016",NA,"",NA
"6_DS_211016_MO15",NA,NA,"21/10/2016",NA,"",NA
"13_CL_211016_MO1",NA,NA,"21/10/2016",NA,"DB",10
"13_CL_211016_MO2",NA,NA,"21/10/2016",NA,"DB",9
"13_CL_211016_MO3",471174.744411803,104722.735097943,"21/10/2016",NA,"DB",30
"13_CL_211016_MO4",NA,NA,"21/10/2016",NA,"DB",6
"13_CL_211016_MO5",NA,NA,"21/10/2016",NA,"DB",10
"13_CL_211016_MO6",NA,NA,"21/10/2016",NA,"DB",12
"13_CL_211016_MO7",470205.337245766,102313.639531371,"21/10/2016",NA,"DB",70
"13_CL_211016_MO8",470330.111127669,102265.649057724,"21/10/2016",NA,"DB",40
"13_CL_211016_MO9",470502.875135385,102246.452423064,"21/10/2016",NA,"DN",120
"13_CL_211016_MO10",471117.156177239,104665.147280853,"21/10/2016",NA,"DB",390
"10_LM_311016_MO3",467580.272291445,99338.2677091587,"31/10/2016","13:54","DB",15
"10_LM_311016_MO4",NA,NA,"31/10/2016","14:28","TT",60
"10_LM_311016_MO5",467897.00935359,100144.498922875,"31/10/2016","14:34","DB",2
"10_LM_311016_MO6",NA,NA,"31/10/2016","14:35","TT",60
"10_LM_311016_MO9",468079.369244676,99539.8239916247,"31/10/2016","15:20","DB",4
"10_LM_311016_MO10",467858.617997044,100326.861143612,"31/10/2016","15:32","DB",2
"10_LM_311016_MO11",467513.08615711,99309.4739396089,"31/10/2016","15:41","DB",7
"10_LM_311016_MO12",467609.066095721,99280.6795790941,"31/10/2016","15:45","DB",3
"10_LM_311016_MO13",NA,NA,"31/10/2016","15:47","TE",1
"10_LM_311016_MO14",467829.823671234,100240.479209225,"31/10/2016","15:49","DB",2
"10_LM_311016_MO15",467589.870400036,99367.061687282,"31/10/2016","15:56","DB",12
"10_LM_311016_MO16",NA,NA,"31/10/2016","16:01","DB",31
"11_ER_091116_MO2",NA,NA,"09/11/2016","07:30","DN",50
"11_ER_091116_MO3",474968.347475923,102292.468682352,"09/11/2016","07:45","DB",12
"11_ER_091116_MO4",478411.169188037,101810.636121155,"09/11/2016","07:45","DB",30
"11_ER_091116_MO5",477132.157291076,102196.096821139,"09/11/2016","07:50","T.",20
"11_ER_091116_MO6",477675.30770811,104342.384286993,"09/11/2016","08:10","GV",300
"11_ER_091116_MO8",476492.649531511,101889.486363631,"09/11/2016","08:20","L.",2
"11_ER_091116_MO9",476010.830661592,102222.381982277,"09/11/2016","09:05","L.",50
"16_DS_301116_MO2",469508.7888797,103555.7724845,"09/11/2016","10:20","DN",1000
"9_ER_301116_MO3",469422.37880961,99827.33639172,"30/11/16","10:35","OC",16
"9_ER_301116_MO4",469112.2448577,100026.72919014,"30/11/16","10:50","DN",350
"9_ER_301116_MO5",469112.2448577,100026.72919014,"30/11/16","10:55","OC",25
"9_ER_301116_MO6",469900.68411626,103188.19509045,"30/11/16","11:00","BA",36
"16_DS_161216_MO1",467792.93977895,104694.73581295,"16/12/2016","09:50","DB",56
"16_DS_161216_MO2",467732.294443251,104638.082653994,"16/12/2016","09:50","DB",7
"16_DS_161216_MO3",468276.53715399,104155.78272363,"16/12/2016","10:00","L.",22
"16_DS_161216_MO4",468276.53715399,104155.78272363,"16/12/2016","10:05","BW",80
"16_DS_161216_MO5",468276.53715399,104155.78272363,"16/12/2016","10:05","AV",65
"16_DS_161216_MO6",469694.611137697,103236.417132459,"16/12/2016","11:00","DN",3000
"16_DS_190117_MO1",468276.53715399,104155.78272363,"19/01/2017","12:30","DB",90
"16_DS_190117_MO2",467792.93977895,104694.73581295,"19/01/2017","12:42","DB",90
"16_DS_190117_MO3",468276.53715399,104155.78272363,"19/01/2017","13:20","DB",150
"16_DS_190117_MO4",467506.6530882,103011.14040931,"19/01/2017","13:25","DB",45
"16_DS_190117_MO5",468139.646712566,103339.357056443,"19/01/2017","13:45","DN",1000
"16_DS_190117_MO6",468279.54646078,103393.89124735,"19/01/2017","14:00","DN",120
"16_DS_190117_MO7",468700.88757511,103830.84924908,"19/01/2017","14:00","SU",28
"16_DS_190117_MO8",468279.54646078,103393.89124735,"19/01/2017","14:05","DN",700
"16_DS_190117_MO9",469508.7888797,103555.7724845,"19/01/2017","14:07","DN",350
"16_DS_190117_MO10",469508.7888797,103555.7724845,"19/01/2017","14:08","DN",400
"16_DS_190117_MO11",468279.54646078,103393.89124735,"19/01/2017","14:08","DN",300
"16_DS_190117_MO12",468279.54646078,103393.89124735,"19/01/2017","14:15","DN",100
"16_DS_190117_MO13",469812.876597779,103383.152818682,"19/01/2017","14:20","SU",80
