"ID","Longitude","Latitude","Time","Habitat","Crop protection","Disturbance","Comments","Recorder","Date"
41333,50.84362,-1.14575,"13:55","Arable-bare/ploughed","None","None","","David Stevenson","28/03/2016"
41286,50.78757,-1.10095,"12:53","Playing field","","None","","David Stevenson","24/03/2016"
41285,50.78706,-1.09968,"12:52","Playing field","","None","","David Stevenson","24/03/2016"
41282,50.78469,-1.09580,"16:10","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","24/03/2016"
41281,50.78290,-1.09241,"12:24","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","24/03/2016"
41268,"50.78185N","1.0652W","11:39","Playing field","","None","","David Stevenson","24/03/2016"
41267,"50.78208N","1.06241W","11:39","Golf course","","None","Pitch n Putt course","David Stevenson","24/03/2016"
41263,"50.78391N","1.05568W","11:33","Other","","None","","David Stevenson","24/03/2016"
41259,"50.78546N","1.04053W","11:22","Sand/shingle bank","","Dog-walker at least one dog off lead","Also people fishing","David Stevenson","24/03/2016"
41258,"50.78673N","1.03371W","11:08","Sand/shingle bank","","Farm/grounds maintenance","Some coastal maintenance people in the area","David Stevenson","24/03/2016"
41254,"50.78698N","1.04813W","10:20","Playing field","","None","Eastney Sports ground. Has been a favourite field for Brent Geese.","David Stevenson","24/03/2016"
41253,"50.79059N","1.04907W","10:20","Playing field","None","Dog-walker at least one dog off lead","","David Stevenson","24/03/2016"
41233,50.83993,-0.86371,"14:00","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41231,50.82969,-0.84526,"14:00","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41228,50.81284,-0.86256,"13:36","Permanent pasture","","None","","David Stevenson","23/03/2016"
41225,50.81494,-0.86230,"13:32","Arable-emerging cereal crop","Banger","None","","David Stevenson","23/03/2016"
41224,50.81385,-0.86620,"13:31","Arable-emerging cereal crop","Banger","None","","David Stevenson","23/03/2016"
41220,50.82161,-0.85856,"13:00","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41217,50.83898,-0.84844,"12:48","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41216,50.83847,-0.87788,"12:36","Arable-bare/ploughed","None","None","","David Stevenson","23/03/2016"
41215,50.83638,-0.87745,"12:36","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41214,50.83581,-0.87290,"12:35","Arable-emerging broadleaved crop","None","None","Various crop and stubble areas","David Stevenson","23/03/2016"
41209,50.83232,-0.87584,"12:18","Arable-emerging cereal crop","None","Farm/grounds maintenance","","David Stevenson","23/03/2016"
41208,50.83105,-0.87502,"12:16","Arable-emerging cereal crop","None","None","","David Stevenson","23/03/2016"
41207,50.82737,-0.87468,"12:14","Permanent pasture","None","None","","David Stevenson","23/03/2016"
41206,50.82613,-0.87560,"12:13","Other","None","None","Orchard","David Stevenson","23/03/2016"
41205,50.82256,-0.87826,"12:10","Arable-emerging broadleaved crop","Banger","None","","David Stevenson","23/03/2016"
41204,50.81819,-0.87938,"12:09","Arable-bare/ploughed","Banger","None","","David Stevenson","23/03/2016"
41198,50.82871,-0.87002,"10:40","Arable-Stubble","None","None","","David Stevenson","23/03/2016"
41197,50.82871,-0.87002,"10:40","Arable-Stubble","None","None","","David Stevenson","23/03/2016"
41196,50.82668,-0.86934,"10:39","Arable-Stubble","None","None","","David Stevenson","23/03/2016"
41195,50.82462,-0.87363,"10:37","Arable-bare/ploughed","None","None","","David Stevenson","23/03/2016"
41194,50.82201,-0.87470,"11:48","Arable-Stubble","None","None","","David Stevenson","23/03/2016"
41148,50.78703,-0.94017,"12:02","Sand/shingle bank","","Walker","Total absence of waders at Black Point due to a couple walking right to the northern tip of the point, taking photographs","David Stevenson","21/03/2016"
41146,50.78442,-0.96744,"11:22","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","21/03/2016"
41145,50.78095,-0.96815,"11:18","Sand/shingle bank","","Walker","","David Stevenson","21/03/2016"
41144,50.78209,-0.97021,"11:17","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","21/03/2016"
41143,50.78205,-0.97551,"11:14","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","21/03/2016"
41142,50.78277,-0.97263,"11:13","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","21/03/2016"
41141,50.78318,-0.97467,"11:12","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","21/03/2016"
41133,50.79414,-0.95631,"08:53","Ruderal/Scrubby Grassland","","None","","David Stevenson","21/03/2016"
41130,50.79328,-0.95935,"09:13","Ruderal/Scrubby Grassland","","None","","David Stevenson","21/03/2016"
41129,50.79970,-0.96027,"09:14","Ruderal/Scrubby Grassland","","None","","David Stevenson","21/03/2016"
41128,50.79867,-0.96422,"09:14","Permanent pasture","","None","","David Stevenson","21/03/2016"
41122,50.80345,-0.95770,"09:57","Ruderal/Scrubby Grassland","","None","","David Stevenson","21/03/2016"
41119,50.80216,-0.96731,"10:43","Ruderal/Scrubby Grassland","","None","","David Stevenson","21/03/2016"
41118,50.80292,-0.97083,"10:44","Arable-emerging broadleaved crop","None","None","","David Stevenson","21/03/2016"
41117,50.80150,-0.97025,"10:45","Playing field","","None","","David Stevenson","21/03/2016"
41070,50.79457,-1.16592,"16:34","Playing field","","None","","David Stevenson","17/03/2016"
41069,50.78988,-1.16790,"16:27","Playing field","","None","","David Stevenson","17/03/2016"
41058,50.78339,-1.12322,"17:19","Other","","None","Usually has no birds here. Occasionally BHGs","David Stevenson","15/03/2016"
41057,50.78307,-1.12923,"17:19","Permanent pasture","","None","","David Stevenson","15/03/2016"
41053,50.77976,-1.14734,"17:02","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","15/03/2016"
41052,50.78049,-1.14957,"17:02","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","15/03/2016"
41035,50.83558,-1.11894,"17:37","Sand/shingle bank","","Dog-walker with dog(s) on lead","This coastal path has shown no species except BHGs off shore","David Stevenson","14/03/2016"
41034,50.83634,-1.11910,"17:36","Ruderal/Scrubby Grassland","","None","Private","David Stevenson","14/03/2016"
41033,50.83657,-1.11773,"17:33","Permanent pasture","","None","Private garden","David Stevenson","14/03/2016"
41027,50.83917,-1.10039,"16:39","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","14/03/2016"
41026,50.83990,-1.10370,"16:38","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","14/03/2016"
41023,50.81806,-1.04473,"16:09","Golf course","","None","","David Stevenson","14/03/2016"
41022,50.80794,-1.04396,"16:08","Playing field","","None","","David Stevenson","14/03/2016"
41021,50.81261,-1.04319,"16:04","Golf course","","None","","David Stevenson","14/03/2016"
41020,50.81185,-1.03986,"15:55","Other","","None","","David Stevenson","14/03/2016"
41004,50.83416,-1.07645,"14:20","Playing field","","Sport/amenity","","David Stevenson","14/03/2016"
41003,"50.84042N","0.9931W","14:00","Permanent pasture","None","Dog-walker with dog(s) on lead","Dog on lead, but very long extending lead.","Ed Rowsell","14/03/2016"
40999,50.83116,-1.08670,"14:08","Other","","None","No roosting birds seen here today","David Stevenson","14/03/2016"
40994,50.82569,-1.08217,"13:53","Other","","Farm/grounds maintenance","","David Stevenson","14/03/2016"
40990,50.82314,-1.08692,"13:43","Playing field","","Walker","School play ground full of kids","David Stevenson","14/03/2016"
40984,50.81675,-1.09769,"13:22","Other","","Shooting","Red flags/shooting","David Stevenson","14/03/2016"
40982,50.81846,-1.08988,"12:49","Other","","None","Stamshaw park","David Stevenson","14/03/2016"
40978,"50.8405N","1.03195W","11:30","Playing field","None","None","P08C","Ed Rowsell","08/03/2016"
40977,"50.8424N","1.02517W","11:30","Playing field","None","None","P10M","Ed Rowsell","08/03/2016"
40938,50.78027,-1.12923,"14:56","Playing field","","None","","David Stevenson","12/03/2016"
40935,50.79614,-1.16009,"14:31","Playing field","","None","","David Stevenson","12/03/2016"
40907,50.82567,-0.97216,"14:59","Arable-emerging cereal crop","None","None","","David Stevenson","11/03/2016"
40906,50.82489,-0.96641,"14:58","Arable-emerging cereal crop","None","None","","David Stevenson","11/03/2016"
40905,50.82142,-0.96534,"14:57","Arable-Stubble","None","None","","David Stevenson","11/03/2016"
40904,50.81887,-0.96457,"14:55","Arable-Stubble","None","None","","David Stevenson","11/03/2016"
40903,50.81694,-0.96645,"14:54","Arable-Stubble","None","None","","David Stevenson","11/03/2016"
40900,50.80160,-0.97602,"14:42","Arable-bare/ploughed","None","None","","David Stevenson","11/03/2016"
40899,50.80176,-0.97366,"14:41","Arable-bare/ploughed","None","None","","David Stevenson","11/03/2016"
40896,50.80187,-0.96899,"14:22","Arable-bare/ploughed","None","None","","David Stevenson","11/03/2016"
40895,50.80149,-0.97021,"14:20","Playing field","","None","Text to school","David Stevenson","11/03/2016"
40894,50.80284,-0.97096,"14:20","Arable-emerging broadleaved crop","","None","","David Stevenson","11/03/2016"
40893,50.80008,-0.96568,"14:19","Arable-bare/ploughed","","None","","David Stevenson","11/03/2016"
40892,50.80195,-0.96727,"14:16","Ruderal/Scrubby Grassland","","None","","David Stevenson","11/03/2016"
40888,50.80265,-0.96392,"13:06","Golf course","","Farm/grounds maintenance","Holiday camp golf course","David Stevenson","11/03/2016"
40886,50.79991,-0.95942,"13:53","Permanent pasture","","None","","David Stevenson","11/03/2016"
40876,50.78649,-0.95057,"12:20","Saltmarsh","","Other","Usual birds not here due to guy fishing","David Stevenson","11/03/2016"
40875,50.78288,-0.95761,"12:04","Other","","Other","More caravans etc have arrived since last time","David Stevenson","11/03/2016"
40873,50.78766,-0.95263,"12:22","Other","","None","No suitable habitat along this bit of shore","David Stevenson","11/03/2016"
40857,50.79967,-0.84775,"12:49","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40854,50.78502,-0.88006,"14:58","Arable-emerging cereal crop","None","None","Crop getting quite long now","David Stevenson","10/03/2016"
40851,50.78577,-0.88382,"14:56","Arable-emerging cereal crop","None","None","Crop getting quite long now","David Stevenson","10/03/2016"
40850,50.79774,-0.85166,"14:50","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40841,50.81654,-0.81097,"12:32","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40840,50.81963,-0.81097,"12:33","Arable-bare/ploughed","None","None","","David Stevenson","10/03/2016"
40838,50.83175,-0.83282,"12:11","Arable-bare/ploughed","","None","","David Stevenson","10/03/2016"
40837,50.83381,-0.82535,"12:10","Arable-bare/ploughed","","None","","David Stevenson","10/03/2016"
40836,50.83234,-0.82968,"12:08","Arable-bare/ploughed","","None","","David Stevenson","10/03/2016"
40835,50.82931,-0.82595,"12:07","Arable-bare/ploughed","None","None","","David Stevenson","10/03/2016"
40834,50.82641,-0.83440,"12:04","Arable-bare/ploughed","None","None","","David Stevenson","10/03/2016"
40833,50.82820,-0.83350,"12:04","Arable-bare/ploughed","None","None","","David Stevenson","10/03/2016"
40832,50.82589,-0.82904,"12:02","Arable-Stubble","None","None","","David Stevenson","10/03/2016"
40831,50.82177,-0.83754,"12:00","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40830,50.82082,-0.83037,"11:59","Arable-Stubble","None","None","","David Stevenson","10/03/2016"
40829,50.81689,-0.84045,"11:57","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40828,50.82014,-0.84475,"11:56","Arable-bare/ploughed","None","None","","David Stevenson","10/03/2016"
40827,50.81797,-0.84775,"11:55","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40826,50.81353,-0.85041,"11:51","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40825,50.81290,-0.85865,"11:49","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40824,50.81480,-0.85693,"11:48","Arable-emerging cereal crop","Streamer","None","","David Stevenson","10/03/2016"
40823,50.82079,-0.85955,"11:43","Arable-emerging cereal crop","Banger","None","Streamers also","David Stevenson","10/03/2016"
40822,50.81884,-0.86251,"11:42","Arable-Stubble","Banger","None","","David Stevenson","10/03/2016"
40821,50.81616,-0.86294,"11:41","Arable-emerging cereal crop","Banger","None","","David Stevenson","10/03/2016"
40818,50.82052,-0.86442,"10:44","Arable-emerging cereal crop","None","None","","David Stevenson","10/03/2016"
40816,50.81838,-0.86753,"10:50","Arable-emerging cereal crop","Banger","None","Bangers and streamers","David Stevenson","10/03/2016"
40815,50.81564,-0.86655,"10:57","Arable-emerging cereal crop","Banger","None","Bangers and streamers","David Stevenson","10/03/2016"
40813,50.81141,-0.86775,"11:14","Saltmarsh","","None","One hour before high tide (Spring S) No birds left on the salt marsh","David Stevenson","10/03/2016"
40812,50.81480,-0.86208,"11:30","Arable-emerging cereal crop","Banger","None","Streamers also","David Stevenson","10/03/2016"
40802,50.81294,-0.86135,"11:31","Permanent pasture","","None","No birds 45 mins before high tide","David Stevenson","10/03/2016"
40801,50.81399,-0.86612,"11:09","Arable-emerging cereal crop","Banger","None","Streamers also","David Stevenson","10/03/2016"
40800,50.82204,-0.85994,"10:27","Arable-emerging cereal crop","Banger","None","Also streamers - crop protection","David Stevenson","10/03/2016"
40761,50.78163,-1.06003,"12:19","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","07/03/2016"
40760,50.78149,-1.06469,"12:18","Golf course","","Farm/grounds maintenance","","David Stevenson","07/03/2016"
40759,50.78395,-1.05063,"12:03","Sand/shingle bank","","None","No birds off shore either","David Stevenson","07/03/2016"
40755,50.78038,-1.06578,"12:22","Sand/shingle bank","","Walker","No birds off shore either","David Stevenson","07/03/2016"
40754,50.78216,-1.05626,"12:16","Sand/shingle bank","","Dog-walker at least one dog off lead","No birds off shore either","David Stevenson","07/03/2016"
40751,50.78404,-1.05494,"12:02","Other","","None","","David Stevenson","07/03/2016"
40750,50.78544,-1.04231,"11:54","Sand/shingle bank","","Dog-walker at least one dog off lead","This area has no birds. Very busy with dogs/walkers","David Stevenson","07/03/2016"
40746,50.78739,-1.03325,"11:25","Other","","None","","David Stevenson","07/03/2016"
40743,50.78838,-1.03722,"11:36","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","Very busy with dogs/walkers. I haven&#039;t seen any birds on this site.","David Stevenson","07/03/2016"
40741,50.78605,-1.03743,"11:12","Sand/shingle bank","","Dog-walker at least one dog off lead","Pure doggie mayhem","David Stevenson","07/03/2016"
40720,50.82553,-1.06379,"08:53","Playing field","","None","According to a regular user of this site Brent geese haven&#039;t been seen on this field before","David Stevenson","07/03/2016"
40716,50.82166,-0.87822,"09:32","Arable-emerging cereal crop","Banger","None","","David Stevenson","06/03/2016"
40715,50.82432,-0.87401,"09:34","Arable-bare/ploughed","None","None","","David Stevenson","06/03/2016"
40711,50.80789,-0.95851,"10:48","Saltmarsh","","Dog-walker at least one dog off lead","Complete absence of birds due to 2 dog walkers plus 3 large dogs running all over the marsh","David Stevenson","06/03/2016"
40686,50.83391,-0.87633,"07:33","Arable-Stubble","","None","","David Stevenson","06/03/2016"
40685,50.83581,-0.87762,"07:28","Arable-emerging cereal crop","None","None","","David Stevenson","06/03/2016"
40684,50.83812,-0.87693,"07:27","Arable-bare/ploughed","None","None","","David Stevenson","06/03/2016"
40683,50.83814,-0.87225,"07:26","Arable-bare/ploughed","None","None","","David Stevenson","06/03/2016"
40652,50.78016,-1.14670,"16:12","Amenity Grassland","","Dog-walker at least one dog off lead","","David Stevenson","03/03/2016"
40610,50.78813,-1.12741,"16:17","Other","","None","No birds on concrete piers. Very strong wind though","David Stevenson","02/03/2016"
40592,"50.82743N","0.89299W","15:50","Permanent pasture","None","None","","Ed Rowsell","29/02/2016"
40589,"50.83909N","0.90505W","15:30","Permanent pasture","None","None","C9C all fields blank","Ed Rowsell","29/02/2016"
40582,"50.84062N","1.03217W","13:30","Playing field","None","None","P08C","Ed Rowsell","29/02/2016"
40581,"50.84222N","1.02539W","13:30","Permanent pasture","None","None","P10M","Ed Rowsell","29/02/2016"
40580,"50.84111N","1.02075W","13:30","Saltmarsh","None","None","H68","Ed Rowsell","29/02/2016"
40569,"50.84065N","1.0317W","12:30","Playing field","None","None","P08C","Ed Rowsell","23/02/2016"
40567,"50.84236N","1.02539W","12:30","Permanent pasture","None","None","P10M","Ed Rowsell","23/02/2016"
40563,"50.82552N","1.02208W","12:30","Sand/shingle bank","None","None","P72 partially tidally submerged","Ed Rowsell","23/02/2016"
40562,"50.82636N","1.0241W","12:30","Sand/shingle bank","None","None","Partially tidally submerged","Ed Rowsell","23/02/2016"
40522,50.83424,-1.07649,"14:14","Playing field","","Sport/amenity","","David Stevenson","26/02/2016"
40513,50.81661,-1.04801,"13:20","Golf course","","None","","David Stevenson","26/02/2016"
40511,50.81532,-1.06059,"13:30","Playing field","","None","Seen from car","David Stevenson","26/02/2016"
40509,50.81631,-1.04932,"13:24","Ruderal/Scrubby Grassland","","None","Looks like a small wildlife reserve with a hide at the north end. Couldn&#039;t see any birds from the road.","David Stevenson","26/02/2016"
40505,50.81008,-1.04422,"12:48","Golf course","","Sport/amenity","","David Stevenson","26/02/2016"
40504,50.81214,-1.04924,"12:51","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","26/02/2016"
40503,50.81244,-1.04301,"12:49","Golf course","","Sport/amenity","","David Stevenson","26/02/2016"
40500,50.81213,-1.04087,"12:40","Other","","None","No roosting areas along this stretch north up to Tudor Sailing Club","David Stevenson","26/02/2016"
40464,50.79560,-0.88925,"14:49","Arable-emerging cereal crop","Streamer","None","","David Stevenson","25/02/2016"
40463,50.79807,-0.88925,"14:07","Permanent pasture","","None","","David Stevenson","25/02/2016"
40462,50.79932,-0.88758,"14:06","Permanent pasture","","None","","David Stevenson","25/02/2016"
40460,50.79981,-0.88526,"14:01","Permanent pasture","","None","","David Stevenson","25/02/2016"
40459,50.80070,-0.88041,"13:59","Arable-bare/ploughed","None","None","","David Stevenson","25/02/2016"
40458,50.80268,-0.87985,"13:53","Arable-bare/ploughed","None","None","","David Stevenson","25/02/2016"
40455,50.80393,-0.87238,"13:36","Arable-emerging cereal crop","Streamer","None","","David Stevenson","25/02/2016"
40453,50.78787,-0.88067,"13:17","Arable-emerging cereal crop","None","None","","David Stevenson","25/02/2016"
40452,50.78480,-0.88054,"13:15","Arable-emerging cereal crop","None","None","","David Stevenson","25/02/2016"
40451,50.78516,-0.88504,"13:13","Arable-emerging cereal crop","None","None","","David Stevenson","25/02/2016"
40450,50.78517,-0.89603,"13:05","Other","","None","Just for reference.... No target species found along entire length of Ellanore Lane. Mainly horse paddocks to the east and crop fields to the west which are all protected by streamers and bangers.","David Stevenson","25/02/2016"
40447,50.78849,-0.89440,"12:43","Arable-Stubble","","None","","David Stevenson","25/02/2016"
40446,50.78760,-0.89899,"12:43","Arable-emerging cereal crop","Streamer","None","","David Stevenson","25/02/2016"
40445,50.78564,-0.89753,"12:41","Arable-emerging cereal crop","Banger","None","Also streamers","David Stevenson","25/02/2016"
40444,50.78730,-0.89474,"12:40","Permanent pasture","","None","Horse paddock s","David Stevenson","25/02/2016"
40443,50.78589,-0.89843,"12:38","Arable-emerging cereal crop","Banger","None","Also streamers","David Stevenson","25/02/2016"
40442,50.78385,-0.89873,"12:37","Arable-emerging cereal crop","Banger","None","Also streamers","David Stevenson","25/02/2016"
40441,50.78472,-0.89440,"12:36","Permanent pasture","","None","","David Stevenson","25/02/2016"
40440,50.78313,-0.89570,"12:34","Permanent pasture","","None","","David Stevenson","25/02/2016"
40439,50.77104,-0.88749,"12:22","Arable-bare/ploughed","None","None","","David Stevenson","25/02/2016"
40437,50.77582,-0.89170,"12:15","Arable-bare/ploughed","","None","","David Stevenson","25/02/2016"
40436,50.77368,-0.89401,"12:09","Arable-bare/ploughed","None","None","","David Stevenson","25/02/2016"
40435,50.77616,-0.89693,"12:08","Arable-bare/ploughed","","None","","David Stevenson","25/02/2016"
40434,50.77626,-0.89959,"12:03","Arable-bare/ploughed","","None","","David Stevenson","25/02/2016"
40428,50.78779,-0.90899,"11:07","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","25/02/2016"
40427,50.78752,-0.91178,"11:06","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","25/02/2016"
40425,50.78975,-0.91283,"10:48","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","25/02/2016"
40424,50.78800,-0.91641,"10:45","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","25/02/2016"
40423,50.78277,-0.91684,"10:38","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","25/02/2016"
40405,50.82510,-0.95924,"14:20","Permanent pasture","","None","","David Stevenson","24/02/2016"
40404,50.82372,-0.95944,"14:19","Permanent pasture","","None","","David Stevenson","24/02/2016"
40403,50.77897,-0.93959,"13:58","Ruderal/Scrubby Grassland","","None","Sandy point NR","David Stevenson","24/02/2016"
40402,50.77788,-0.93620,"13:57","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","24/02/2016"
40383,50.81212,-0.95817,"12:11","Permanent pasture","","None","","David Stevenson","24/02/2016"
40374,50.78491,-0.95218,"10:55","Golf course","","None","Pitch n putt course","David Stevenson","24/02/2016"
40360,"50.8404N","0.99297W","10:30","Permanent pasture","None","None","No birds landed between 0930-11:30","Ed Rowsell","23/02/2016"
40320,50.79788,-0.99196,"11:41","Arable-emerging cereal crop","None","Dog-walker with dog(s) on lead","No Brent on Rspb land","Hazel Rouse","20/02/2016"
40318,50.80875,-0.98411,"12:28","Arable-emerging cereal crop","None","","","Hazel Rouse","20/02/2016"
40286,"50.73046N","1.57483W",1635,"Arable-Stubble","","","Site NF04C - This site is close to other used farmland, but recorded 209 Herring Gulls, which is a particularly high number in this area","Keith Metcalf","04/02/2016"
40285,"50.72579N","1.56864W",1625,"Permanent pasture","","","Site NF05A - Vidle Van farmland - Unusual not to have any SBS species, but pasture drying out.  Just 51 Pied Wagtail seen","Keith Metcalf","04/02/2016"
40279,50.83910,-1.13994,"11:12","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","Dog disturbance... and a dog had a go at me too","David Stevenson","20/02/2016"
40277,50.84527,-1.15747,"10:57","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","","David Stevenson","20/02/2016"
40276,50.84362,-1.16841,"10:39","Golf course","","Sport/amenity","No target species seen on the golf course as seen from the footpath. Course busy with Saturday golfers. Also lots of dog/walker activity along footpath","David Stevenson","20/02/2016"
40267,50.84652,-1.14700,"09:43","Arable-bare/ploughed","None","None","","David Stevenson","20/02/2016"
40265,50.84368,-1.14627,"09:34","Arable-bare/ploughed","","None","","David Stevenson","20/02/2016"
40264,50.84249,-1.14949,"09:32","Playing field","","Dog-walker at least one dog off lead","Lots of Dodd off lead","David Stevenson","20/02/2016"
40259,50.84099,-1.15215,"09:15","Sand/shingle bank","","Dog-walker at least one dog off lead","No roosting or feeding birds on the Shimgle bank around this spit. Busy with dogs/walkers","David Stevenson","20/02/2016"
40253,50.84606,-1.15318,"08:47","Arable-Stubble","None","None","","David Stevenson","20/02/2016"
40225,50.79460,-1.18069,"16:31","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","Huge amount of dog traffic. The area is only used for feeding by BHGs occasionally but there is generally to much disturbance","David Stevenson","16/02/2016"
40223,50.79934,-1.18433,"16:20","Ruderal/Scrubby Grassland","","None","Junkett hill - normally busy with dogs etc. Not usually used by the target species except occasionally BHG and Common Gull","David Stevenson","16/02/2016"
40222,50.80062,-1.18129,"16:19","Ruderal/Scrubby Grassland","","None","Usually busy with dogs etc","David Stevenson","16/02/2016"
40207,50.78597,-1.17335,"17:09","Sand/shingle bank","","None","","David Stevenson","15/02/2016"
40206,50.78765,-1.17039,"17:08","Ruderal/Scrubby Grassland","","None","","David Stevenson","15/02/2016"
40203,50.83982,-1.19923,"16:32","Arable-emerging broadleaved crop","","None","","David Stevenson","15/02/2016"
40202,50.83508,-1.20275,"16:27","Arable-emerging cereal crop","","None","","David Stevenson","15/02/2016"
40199,50.84036,-1.20901,"16:23","Arable-bare/ploughed","","None","","David Stevenson","15/02/2016"
40198,50.83951,-1.21111,"16:19","Arable-bare/ploughed","","None","","David Stevenson","15/02/2016"
40197,50.84313,-1.20558,"16:17","Arable-emerging broadleaved crop","","None","","David Stevenson","15/02/2016"
40196,50.84500,-1.21279,"16:16","Arable-bare/ploughed","","Dog-walker at least one dog off lead","","David Stevenson","15/02/2016"
40195,50.83576,-1.21440,"16:12","Arable-bare/ploughed","","None","","David Stevenson","15/02/2016"
40194,50.83866,-1.21390,"16:10","Arable-bare/ploughed","","None","","David Stevenson","15/02/2016"
40184,50.77927,-1.13018,"15:00","Ruderal/Scrubby Grassland","","Walker","","David Stevenson","15/02/2016"
40153,"50.82605N","1.0244W","15:55","Sand/shingle bank","None","None","","Robert Lee","14/02/2016"
40139,50.77827,-1.08222,"10:01","Sand/shingle bank","None","Dog-walker at least one dog off lead","No binoculars with me so only basic visual survey but no species seen.","David Mallard","14/02/2016"
40080,50.81206,-1.04962,"14:41","Golf course","","None","Golf range","David Stevenson","11/02/2016"
40079,50.81301,-1.04404,"14:38","Golf course","","Sport/amenity","","David Stevenson","11/02/2016"
40076,50.81025,-1.04396,"14:29","Golf course","","None","","David Stevenson","11/02/2016"
40073,50.81391,-1.05048,"14:13","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","11/02/2016"
40072,50.81095,-1.04941,"14:11","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","","David Stevenson","11/02/2016"
40071,50.80770,-1.05198,"14:04","Amenity Grassland","","Dog-walker at least one dog off lead","Lots of dog disturbance here","David Stevenson","11/02/2016"
40068,50.82706,-1.06100,"13:48","Playing field","","Jogger","","David Stevenson","11/02/2016"
40067,50.82557,-1.06406,"13:46","Playing field","","None","","David Stevenson","11/02/2016"
40066,50.83316,-1.05138,"13:34","Other","","Dog-walker at least one dog off lead","No species in this area 30 mins after high tide","David Stevenson","11/02/2016"
40065,50.83302,-1.04671,"13:29","Saltmarsh","","None","No species in the whole lagoon. Just RBMerganser and Little Grebes","David Stevenson","11/02/2016"
40064,50.82792,-1.04662,"13:16","Playing field","","Dog-walker at least one dog off lead","Activity including dogs off lead, kids playing football","David Stevenson","11/02/2016"
40047,50.82566,-1.08175,"11:37","Playing field","","Farm/grounds maintenance","","David Stevenson","11/02/2016"
40016,50.78967,-0.91315,"14:33","Sand/shingle bank","","Dog-walker at least one dog off lead","No birds. Too much disturbance","David Stevenson","10/02/2016"
40015,50.78895,-0.91251,"14:30","Sand/shingle bank","","Dog-walker at least one dog off lead","Too much disturbance","David Stevenson","10/02/2016"
40014,50.78744,-0.90860,"14:26","Sand/shingle bank","","Dog-walker at least one dog off lead","Probably too much disturbance with dogs and walkers.","David Stevenson","10/02/2016"
40000,50.77680,-0.90011,"13:47","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39999,50.79134,-0.88320,"13:44","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39998,50.79298,-0.88652,"13:41","Arable-emerging broadleaved crop","Streamer","None","","David Stevenson","10/02/2016"
39997,50.79076,-0.88723,"13:40","Arable-Stubble","None","None","","David Stevenson","10/02/2016"
39996,50.78952,-0.88689,"13:38","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39995,50.78933,-0.88453,"13:37","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39993,50.78480,-0.88131,"13:34","Arable-emerging broadleaved crop","None","None","","David Stevenson","10/02/2016"
39991,50.80287,-0.86843,"13:18","Arable-bare/ploughed","","None","","David Stevenson","10/02/2016"
39984,50.80621,-0.87245,"12:30","Arable-emerging cereal crop","Streamer","None","","David Stevenson","10/02/2016"
